,hps,fit,pred
decision_tree-methyl,11.483785450996947,1.0225705120028579,0.0012579379981616512
adaboost-methyl,199.10647036799492,16.235736076996545,0.07784248999814736
samba-methyl,319.00603783800034,6.864645558001939,0.12213820099714212
random_forest-methyl,53.044292469996435,3.9198671690028277,0.03689831699739443
random_scm-methyl,129.47627292200195,1.742585396998038,0.0322617670026375
scm-methyl,4.555935931006388,0.19866632000048412,0.0004919109996990301
decision_tree-rna_iso,9.486753099001362,0.6550226709950948,0.0012671549993683584
adaboost-rna_iso,289.1571554500042,6.4325916960006,0.0588061199960066
samba-rna_iso,281.03146983299666,4.755717417996493,0.10112100599508267
random_forest-rna_iso,40.687902942998335,0.1837181849987246,0.004102822997083422
random_scm-rna_iso,305.8496899489983,17.86774704999698,0.13939021000260254
scm-rna_iso,4.562642056996992,0.2341410500011989,0.00047264000022551045
decision_tree-rna,9.24404359899927,1.0386929669984966,0.001275745002203621
adaboost-rna,155.9743672869954,26.866838579000614,0.129003248999652
samba-rna,397.1442080190027,35.45677847600018,0.16495303100236924
random_forest-rna,42.024246781998954,4.57368307300203,0.04280519400344929
random_scm-rna,185.11104661699937,3.121018860998447,0.0659306019952055
scm-rna,4.5189226340007735,0.15763325100124348,0.00048212399997282773
decision_tree-mirna,1.8768330559978494,0.17190167000080692,0.00030161400354700163
adaboost-mirna,52.628554361996066,7.312762395995378,0.05271924999397015
samba-mirna,122.09810853900126,3.1815458640048746,0.07462436799687566
random_forest-mirna,23.15801643699524,2.5509087959944736,0.04154484199534636
random_scm-mirna,31.201883364999958,0.9729673559995717,0.018644392999703996
scm-mirna,0.9142775590007659,0.03609699699882185,0.00017605900211492553
decision_tree-clinic,0.3610205599979963,0.002879794003092684,0.00019171900203218684
adaboost-clinic,5.1401915380047285,0.31838592299754964,0.031804217003809754
samba-clinic,63.42282853899815,3.0176029430003837,0.07324499400419882
random_forest-clinic,9.964377507996687,0.014958004001528025,0.0014321400012704544
random_scm-clinic,11.694596628003637,0.03261866899993038,0.0026036419949377887
scm-clinic,0.45660421500360826,0.004087373999936972,0.00016734500241000205
